Case #1: Impossible
31 19 108859
13 26 70378
27 26 57197
33 8 155474
12 28 150250
3 37 152293
20 23 216158
39 23 160764
10 18 115689
6 35 40433
8 22 88001
19 1 168179
16 2 115650
1 39 220054
8 3 112747
40 35 44223
23 12 119160
20 22 176646
35 25 6248
14 17 28594
12 31 25157
26 33 152729
22 23 51637
30 18 57868
33 24 157309
38 33 144916
21 23 64043
4 21 67257
38 7 71573
32 14 54582
16 19 104334
15 31 90734
37 35 160821
33 31 82185
7 22 100937
15 3 28798
27 14 120673
18 29 33111
9 29 43302
38 8 84509
26 12 45387
22 39 162847
22 19 63931
39 36 187881
31 8 74238
31 13 107027
18 27 4241
18 20 96299
35 15 37326
Case #261: 10
4 2 405427
4 6 133324
1 2 750192
3 2 233912
2 5 426473
1 3 533059
6 5 841429
3 4 508813
5 4 708105
1 4 960950
Case #262: 47
7 10 67136
8 10 110951
13 6 139526
9 2 92770
13 9 48977
5 12 44608
4 5 127168
8 2 86950
4 1 131804
9 12 161025
5 2 23647
7 1 232334
12 10 130430
11 5 99260
6 2 95733
12 3 191638
12 8 107911
8 3 170554
11 8 35957
5 1 126670
7 5 107118
8 4 163064
2 7 129311
1 3 98005
4 13 70495
4 6 199254
11 13 93376
1 6 83827
11 4 127107
3 11 160906
4 2 114288
8 6 135389
9 3 153271
10 3 85912
7 9 134495
5 6 72086
13 10 18382
10 11 74994
2 10 62175
11 7 7858
8 1 189973
12 13 112048
1 2 103023
3 4 33799
7 4 119249
5 8 63303
1 13 146816
Case #263: 4
7 3 229316
2 3 815808
6 4 635657
2 7 760733
Case #264: Impossible
Case #265: 203
31 23 115556
3 28 106137
9 6 240676
12 21 130895
5 18 193610
17 1 95341
31 15 145745
17 29 90285
1 19 143351
27 24 128406
6 13 154688
17 31 91599
22 9 161215
31 1 87505
22 14 144447
15 24 113004
30 1 100188
2 27 129971
3 17 162181
15 26 98134
23 17 123392
5 11 189984
28 31 23810
2 16 85133
3 4 157384
16 9 120603
10 30 166179
2 3 148770
7 16 119172
16 28 34654
18 27 248853
14 5 57364
18 28 207455
21 13 146301
32 20 199353
15 1 78898
3 8 227853
26 5 88606
22 16 147326
14 8 125584
18 10 261843
12 29 137661
15 18 233451
24 11 204517
6 4 160982
10 3 199680
31 22 160816
17 8 101311
1 24 142965
18 8 59208
11 2 200042
9 27 161546
28 2 90253
17 14 24273
1 16 53357
16 6 127052
14 16 126716
12 14 116278
13 32 150903
8 27 257572
31 4 75057
12 3 202958
8 29 160939
30 20 125336
30 7 96687
16 24 89608
21 20 152691
13 11 149411
2 14 134505
6 15 120708
11 10 168842
6 22 135779
31 20 140183
20 7 200891
28 17 67789
19 16 147333
28 29 22496
20 25 178177
4 17 82893
3 9 237078
13 23 182912
30 19 43163
30 25 179432
25 21 171617
8 15 242170
32 22 146137
21 2 184608
7 18 175210
12 1 178860
27 23 122351
27 15 15402
21 31 133623
11 20 58128
2 22 99498
26 17 55515
7 2 89023
21 28 109813
12 27 216771
1 28 63695
32 24 164772
32 9 135531
3 14 137908
14 15 129376
19 26 103525
15 4 91346
7 3 233605
25 9 192745
12 5 125096
11 4 74000
29 10 116039
13 19 98443
9 2 182170
16 26 104478
29 26 116636
11 9 72696
9 21 195762
6 29 139210
21 19 47858
21 18 162977
22 12 216440
5 7 124931
32 6 133580
31 27 130343
4 19 130903
6 25 197226
11 8 218564
31 32 113082
21 17 95868
29 30 95132
2 5 191133
15 21 70474
16 12 149819
15 7 203592
23 22 122020
30 28 72636
11 25 187051
25 27 213329
6 1 173430
1 21 128516
26 24 14870
18 30 165366
25 17 174585
12 17 92005
29 32 143930
1 9 67246
6 28 145878
19 2 163529
14 26 31242
2 31 66443
25 8 159867
8 9 163517
28 11 125247
32 10 189600
13 8 100761
25 1 125499
27 11 155852
29 25 84300
31 19 97086
16 11 114909
10 2 142961
17 7 91840
10 14 157768
13 7 15241
13 26 132114
31 10 117353
5 23 156483
31 13 136037
3 27 212670
19 8 149321
21 5 119265
16 20 106035
18 23 192857
23 9 39195
17 20 120489
20 3 222510
32 3 195409
2 23 166541
24 21 152517
2 32 46639
4 24 130517
16 5 107161
23 30 128239
29 27 129029
12 6 170094
15 11 140450
5 13 109690
8 23 191323
20 28 116373
1 10 107290
27 22 30473
7 28 129510
16 23 81408
5 25 179303
12 19 83037
15 30 158496
20 18 217484
3 18 168645
12 30 96852
4 20 65126
4 22 106417
26 2 103263
22 19 133403
8 30 106158
Case #266: 117
28 2 318568
7 11 274893
12 9 412280
32 22 508717
26 18 201020
38 30 284130
4 31 101219
7 39 229482
5 37 476
41 6 476885
25 38 428069
19 23 471093
17 43 393830
29 16 455984
5 12 263326
19 43 118126
6 21 309160
6 30 330122
17 31 376946
7 42 278364
12 13 341534
40 27 116574
12 17 330535
40 26 400705
25 5 382541
29 38 417228
6 9 557395
8 15 268949
18 20 387856
27 34 380286
33 18 465645
27 42 284323
37 6 361987
36 29 450741
42 23 243485
32 42 139766
25 2 673090
36 3 200118
36 39 56264
26 29 251480
27 24 440045
4 35 120232
11 14 159495
19 2 526688
29 41 565577
19 3 536668
38 32 229725
24 31 590101
15 21 158336
13 30 361094
36 7 285738
18 8 377929
31 23 204327
25 6 496720
21 20 314070
19 4 533262
23 40 342313
15 16 204887
27 8 344142
6 4 484654
32 21 274988
6 2 364300
14 15 207125
24 36 582397
8 11 149120
41 38 482525
12 29 353946
23 27 225739
34 7 326052
37 3 290401
10 24 645445
21 14 182090
41 10 510654
2 7 479919
8 19 559766
33 40 456265
35 26 74610
30 35 142782
31 3 238964
37 8 224542
11 18 331836
35 19 475588
38 21 71529
37 2 416938
30 26 179366
3 33 372104
4 18 246642
36 4 356077
21 13 353405
26 41 314097
36 23 250859
23 34 461473
2 24 743425
18 5 384418
12 10 269078
1 37 341961
18 39 237395
15 4 438835
32 41 382920
19 10 350131
37 14 211601
28 17 407024
41 28 469392
39 40 216639
16 37 160480
28 29 404095
8 13 408328
9 8 467580
24 6 688474
23 17 475903
10 21 306176
28 40 114239
13 42 243417
16 19 412740
39 34 439432
10 4 449532
19 20 348567
Case #267: 270
32 12 162129
12 10 52886
18 30 219364
31 8 112831
3 27 131782
21 23 62562
15 24 169857
23 10 108670
29 11 68454
4 14 80601
13 22 175231
15 20 128001
9 5 77127
26 6 71996
7 32 127719
20 23 189742
1 9 132312
31 6 36372
28 25 175019
9 30 119478
21 14 133741
3 6 63341
13 17 98623
20 24 162272
10 22 204973
17 18 316182
20 4 60208
1 22 230744
16 20 130215
21 2 125823
13 31 57589
15 19 69026
13 26 93213
7 27 100924
32 30 101698
20 26 140377
17 25 163554
30 12 90819
7 1 134209
30 13 110109
19 9 145054
9 13 90270
18 16 234525
24 17 187618
13 29 63707
13 12 57757
6 17 143491
10 3 114300
15 23 197327
4 23 129534
6 22 154014
14 26 79844
21 6 125893
9 20 98967
16 23 134069
27 25 193118
26 30 88144
19 29 91992
23 28 145590
29 3 67364
23 18 268910
2 9 103260
5 28 71892
11 24 125609
26 21 125145
22 31 117642
2 3 97548
26 22 82018
4 21 160179
16 19 191998
16 25 174681
6 15 113062
29 15 144569
19 23 180162
18 13 224433
2 26 678
28 8 125918
18 31 166844
26 7 39513
18 1 274417
7 29 10007
32 1 210388
6 18 172691
6 32 160202
1 30 190618
31 16 113902
5 11 64403
22 15 233601
16 4 150283
23 26 137690
10 2 123633
3 20 76934
28 7 82825
21 5 107468
3 11 40271
14 20 60533
4 6 72753
24 5 94736
16 17 221021
31 26 35624
1 8 82963
8 4 109862
1 4 108687
9 14 38434
7 10 83442
26 25 123929
27 5 114982
31 4 70658
19 5 96043
3 14 71189
18 25 179285
20 31 104753
8 15 42069
25 21 103174
11 15 91338
22 12 155941
15 7 134562
4 10 123712
16 21 71507
5 10 97500
14 25 132525
4 22 165808
15 3 84519
25 10 175636
18 24 271606
22 28 149752
3 28 32782
16 27 130275
8 13 122931
28 14 96657
4 11 23545
28 32 142043
8 25 201136
24 31 104762
7 24 108651
19 18 252718
21 31 89521
23 29 108184
30 10 139851
25 7 92194
31 10 87331
27 12 70368
7 31 3889
8 23 207119
18 20 225376
3 1 125413
11 32 134554
20 11 51641
5 17 166381
9 27 99027
25 9 155263
13 14 67532
15 9 143648
23 5 112235
8 19 26957
15 12 114989
17 1 82359
16 30 108508
10 28 139768
27 8 207876
13 32 121055
14 1 109574
32 26 159454
6 29 42490
9 22 184600
14 18 164843
16 12 79457
30 15 190971
19 3 137460
11 13 36614
13 28 29125
26 1 148726
16 3 140871
19 28 136790
3 25 149551
16 26 149323
25 13 145894
32 14 168050
12 4 70826
17 3 94966
4 32 134124
10 9 20373
22 20 193904
30 22 153828
23 27 192213
25 4 158963
7 12 34410
6 13 59684
13 24 88995
6 10 50959
4 5 80827
7 4 66769
19 25 174179
12 1 103653
27 14 60593
23 22 179389
6 7 32483
16 14 69682
24 14 148982
21 32 138699
30 11 134870
3 26 96870
3 32 117398
28 1 124743
30 19 138394
24 2 69816
7 17 152323
13 3 3657
30 25 66173
17 14 151339
19 14 122316
12 6 1927
26 19 121498
17 23 207774
8 12 143352
2 1 148048
8 32 236661
9 31 66958
28 11 7489
5 6 46541
13 5 67758
4 24 102064
16 6 77530
30 21 37001
27 15 165807
16 22 188334
23 14 131620
19 4 120734
31 14 44220
18 10 194877
23 7 98177
7 3 57357
30 4 123178
24 1 169954
20 7 100864
11 22 142263
29 30 66416
13 4 13069
8 14 147283
18 5 184791
25 11 170079
15 17 123253
5 29 4051
9 7 63069
7 8 108942
25 31 88305
7 30 56409
15 13 80862
15 18 270057
12 19 116395
6 14 7848
3 23 112808
4 28 16056
12 9 32513
12 17 141564
31 30 52520
6 1 101726
32 18 214810
7 19 81985
20 28 44152
18 22 132120
15 16 174896
21 18 248947
21 22 116827
15 1 40894
32 17 128029
25 32 35525
15 4 67793
15 14 105214
2 16 148645
Case #268: 113
12 18 330083
1 6 566670
18 21 177109
10 20 107477
7 16 259812
2 3 177252
17 14 299690
11 10 1918
17 13 259758
12 8 333731
7 18 208864
15 9 417793
17 20 206279
16 9 441813
17 4 190085
21 10 238148
6 16 465178
15 10 216533
8 4 383926
9 4 444569
18 4 380900
14 20 433121
18 20 361131
8 14 202969
4 11 133816
15 14 252632
15 20 180489
11 18 294306
16 12 377742
19 9 312946
21 8 359619
8 6 476463
4 14 316405
7 20 208752
20 13 242673
20 6 488901
10 8 299250
19 7 85426
18 1 329486
9 3 271834
6 10 388031
21 6 367584
12 6 430805
12 4 320963
2 17 328336
1 20 289952
20 8 243999
10 1 182475
13 4 290083
4 21 263449
18 6 473437
7 14 326654
7 17 26964
5 7 106844
18 2 398578
3 16 169979
19 4 248547
6 15 489198
19 12 206645
10 16 192513
13 14 266776
2 6 589053
10 19 163871
9 1 499733
9 5 334364
21 19 253763
1 17 284048
3 10 193931
21 13 252360
10 17 105409
5 20 133006
2 7 301372
21 3 44217
17 5 79880
6 13 427014
16 13 38164
16 14 228612
8 2 155225
13 8 453599
18 15 180642
5 12 210758
8 11 297332
4 6 472707
6 11 386113
1 13 211028
9 7 281448
13 19 202854
17 19 58462
3 4 219232
9 20 304642
21 7 168337
20 16 204509
15 3 145959
17 9 254484
18 19 249277
6 19 224160
13 18 198238
3 7 124120
17 8 193841
8 9 60643
3 1 227899
21 9 298976
1 5 204168
10 5 25529
1 21 204972
15 13 62184
11 19 161953
14 11 403181
11 12 187147
18 5 270695
15 12 357011
12 1 268640
21 12 289556
Case #269: 144
8 20 75646
29 12 222718
6 19 209441
29 22 247330
13 28 51752
16 5 39752
15 1 139670
19 2 184518
5 4 260912
13 11 75462
2 10 121992
3 18 354708
1 30 109836
21 11 73210
23 21 168201
19 29 284168
26 10 69916
4 10 264108
21 25 136417
21 5 58774
11 29 219927
9 22 260820
18 10 319045
30 13 32938
26 11 52284
25 12 136340
13 10 68829
7 3 126541
17 12 104146
10 16 66268
10 25 87275
14 18 316795
13 18 300379
3 26 4949
17 24 179760
18 24 202994
29 2 121095
4 23 230569
23 15 191111
18 25 231770
12 5 51671
14 13 16416
14 23 54458
23 16 106334
29 6 146018
24 5 159235
17 5 52475
16 27 9073
5 11 14436
18 1 311717
19 5 131584
15 25 51618
7 18 322415
19 1 118584
17 10 97137
28 27 110971
4 15 161360
20 6 180897
3 24 163596
26 13 103162
5 22 138786
28 25 203358
4 6 169382
27 14 42803
20 1 71223
14 3 91695
17 23 119057
9 17 113151
11 16 25316
12 2 101623
2 24 5941
28 22 261923
13 6 215744
11 15 150829
29 18 318148
15 7 202231
12 30 134684
30 29 275420
23 1 114940
26 4 194192
17 4 259931
17 1 89068
30 17 113953
1 3 82934
20 28 114922
4 14 252526
6 7 160407
23 26 141204
8 26 73562
6 16 186019
20 29 207635
14 15 191306
9 2 243378
7 26 121592
26 29 243569
9 6 268301
20 16 13024
27 19 100905
1 29 174430
26 9 135298
17 13 81015
5 6 178217
26 1 77985
7 21 139107
20 7 161584
22 21 80012
26 27 43943
25 23 139493
8 17 93491
17 20 25747
6 28 199375
1 10 8069
18 21 298753
8 5 102374
1 6 147692
9 23 188616
4 1 267228
15 21 84799
5 14 73482
9 18 421374
12 6 126546
20 15 163121
21 8 64976
14 1 60482
21 28 181911
14 9 134158
1 16 58199
22 4 270694
2 14 174405
2 3 157655
18 20 353027
24 22 132176
11 20 12292
23 10 106871
24 23 180151
2 21 101700
15 6 41824
29 4 265554
3 22 176874
25 20 121257
22 7 59095
9 16 82282
9 19 163763
29 9 295039
Case #270: Impossible
Case #271: 9
8 3 534626
5 1 549135
4 7 540510
4 2 422266
1 3 445385
2 1 187578
7 5 1698
6 5 246987
6 2 668936
Case #272: 10
2 6 16
7 3 6
5 1 11
7 6 12
8 1 8
6 1 18
1 3 12
3 5 9
6 5 15
7 1 6
Case #273: 50
3 14 8622
36 12 977662
20 50 938287
17 24 628740
7 25 361441
4 40 630043
29 16 411052
38 15 167629
10 15 370321
26 35 379764
18 19 700241
46 44 524478
16 23 801715
46 30 296448
29 28 681563
45 49 822678
30 44 547648
28 39 531722
19 25 897635
8 46 480690
11 33 522876
30 25 105529
7 29 525091
30 45 655626
19 33 708426
11 49 791697
29 9 965690
26 16 671534
30 42 204242
28 1 694779
36 23 607578
6 49 843243
3 42 214900
35 4 373974
43 42 532190
11 41 195590
23 35 393572
29 14 524598
46 17 456826
42 29 649862
49 30 303639
46 22 771871
18 30 331803
34 35 166182
10 33 180857
48 39 660203
21 28 660799
7 23 724209
2 10 490201
14 5 793662
Case #274: 296
23 29 6412
43 37 284456
17 3 93975
41 29 93515
5 2 205573
24 12 153449
6 19 57395
44 43 172323
1 25 151561
15 6 133024
26 27 282791
4 9 250344
16 1 196344
25 37 168542
35 5 217416
8 1 130325
3 24 173328
16 26 143580
12 7 170732
6 31 111909
23 38 158085
27 1 246169
22 44 166355
30 35 142890
21 44 98775
44 34 96803
3 12 71132
9 10 253530
26 18 155771
6 32 53029
9 14 176400
9 30 230617
13 18 54997
30 1 156189
25 24 158291
30 39 127685
9 6 187326
32 14 78925
16 22 192217
43 27 102908
36 33 5606
30 38 59807
6 2 162387
4 10 213661
33 16 177042
21 22 139765
12 15 32650
23 40 186633
40 32 121657
14 43 88186
36 30 107835
25 4 37005
19 7 134795
9 5 298166
1 24 106536
18 25 126506
35 20 122796
35 10 189461
34 21 92294
33 37 213604
13 4 145740
20 3 184153
10 7 231654
2 19 104992
42 20 194920
11 3 131194
37 13 218168
25 12 62355
24 41 90732
28 3 153032
20 13 117236
24 14 142242
21 10 205022
39 10 106780
42 13 100583
4 37 131537
18 21 131615
14 25 159605
37 8 224623
27 31 243604
31 21 199499
32 26 165445
26 3 145210
33 25 104597
25 31 160234
16 32 182305
23 37 171354
12 20 113021
31 24 177027
23 6 116760
35 21 192235
39 6 40576
35 13 93157
28 12 135843
16 5 183813
38 5 182326
19 27 189090
32 23 101692
18 6 44025
25 5 169117
36 31 88403
2 42 163948
8 42 107038
6 8 105477
40 27 296945
37 26 180265
41 19 31781
40 41 94242
34 22 90440
24 10 175554
2 18 118362
3 39 135823
33 19 35279
14 8 28353
30 25 213822
24 16 162148
32 24 118147
31 44 215649
6 43 118413
28 35 28754
8 17 167278
36 27 204811
5 22 176056
31 15 165535
32 27 210553
8 38 3619
32 1 59970
1 2 187235
41 42 63997
34 18 98590
19 18 13370
31 37 243279
11 19 49110
44 14 180864
7 40 210812
7 22 129575
1 33 46964
25 35 180587
8 29 148054
2 36 138881
44 3 91016
44 2 169948
32 9 189127
28 16 212894
37 28 282571
20 29 122995
33 5 152993
13 1 123870
28 25 151833
15 8 159103
6 44 171511
10 37 301924
30 18 87316
30 13 49733
24 2 142679
11 33 13831
6 33 22116
34 9 241891
1 15 130210
17 35 185058
10 18 110229
25 22 134656
37 2 275313
31 40 180537
39 33 18460
2 31 159506
40 8 173229
15 28 135721
1 29 109319
44 42 216890
43 4 159308
34 12 31884
22 20 164083
5 24 208958
21 25 122765
7 8 151460
40 26 232272
32 5 176910
3 43 151147
17 26 217741
20 10 222043
42 27 230632
16 19 186997
9 22 151451
41 25 108095
30 27 97730
26 29 84052
38 7 147841
36 12 105597
7 32 167251
13 19 41627
32 13 100823
9 18 143301
3 23 54746
41 15 114406
43 38 76362
10 31 178113
21 9 273258
39 23 113104
35 22 114874
43 22 113135
41 6 25614
21 20 173431
21 43 161596
22 37 183545
13 44 202762
28 38 74477
33 14 55008
31 32 113710
35 42 161640
20 14 139134
17 9 249127
20 1 224919
23 9 259854
10 8 171681
35 24 129256
16 43 211009
32 29 95280
43 19 107915
14 7 154524
4 33 125341
15 36 116514
17 36 89523
27 25 252856
22 36 28669
37 44 219887
6 7 165450
43 18 118206
26 41 138030
32 15 117956
27 15 236744
18 11 35740
22 1 77023
30 32 133142
25 32 135510
16 18 195158
6 10 66204
31 20 213377
25 29 72329
27 5 289685
16 14 206726
38 26 204542
42 39 85955
26 31 190169
39 35 108476
8 41 79863
10 28 186502
18 17 105826
29 18 111926
33 28 98182
31 14 74243
6 24 109350
36 14 53618
31 35 164168
22 32 53976
16 41 180540
31 4 158627
31 5 235790
3 18 132276
9 3 262536
16 44 148188
40 22 120803
37 12 154968
12 17 143663
16 4 122349
27 24 201525
22 17 113976
35 29 154623
36 23 100250
7 27 300947
10 22 118379
26 19 152841
24 33 87234
39 15 129368
43 13 66288
4 12 25350
27 41 202703
29 27 226892
17 31 173710
39 4 123142
21 17 83253
2 8 130632
2 26 194423
30 24 196459
14 26 172570
22 2 110212
8 19 48082
29 19 99972
4 40 219696
11 44 135564
28 20 94042
18 5 167906
35 19 109654
23 31 160898
23 5 90376
26 10 222852
Case #275: Impossible
Case #276: 57
7 10 155480
9 4 163241
7 8 344490
7 1 480374
6 12 255856
2 3 364926
6 11 379084
4 14 339239
7 4 192766
8 12 193514
12 13 233125
13 4 143332
11 9 268761
11 10 469585
4 11 360214
9 10 216866
13 5 315182
1 8 589300
7 6 198404
3 5 283027
8 3 292303
14 7 309172
11 14 319752
2 6 511143
8 13 295056
9 5 318921
9 1 418988
3 12 109639
9 2 400820
14 2 187693
14 10 266293
13 11 379581
6 10 255016
7 11 330147
8 9 328197
3 6 146217
2 10 425535
4 3 127347
7 9 61386
8 10 279537
10 5 299663
1 3 383094
13 3 146714
13 2 456529
6 14 358109
5 6 166212
11 2 132059
5 8 20126
10 13 106046
6 8 146086
3 10 236718
5 11 347827
7 13 49434
11 12 342506
7 3 97280
1 11 345392
9 6 182111
Case #277: 412
39 8 180117
38 42 164348
10 16 190711
22 39 137781
1 31 174005
22 28 110160
30 10 149763
5 9 34345
9 11 188883
11 36 145281
17 36 108471
4 39 128778
33 38 69450
32 1 195097
37 20 93650
3 4 125407
24 10 91344
12 41 59665
36 35 163431
41 3 149626
32 28 158859
13 42 154898
27 23 88438
13 36 67549
5 40 174548
31 10 137359
21 10 176710
31 3 114968
2 35 122004
9 29 121259
32 11 73121
9 34 99060
1 42 178750
12 9 71391
35 37 147489
16 12 76054
17 25 37913
15 28 108988
21 19 64220
18 25 126192
36 1 209341
22 42 196234
38 1 176297
4 27 102249
38 31 163765
15 13 56839
8 40 217626
34 20 152404
3 18 20078
8 34 176643
30 42 115026
17 27 156381
7 42 91939
7 6 147671
6 24 164621
25 8 242251
8 21 100576
4 36 120574
34 30 89973
35 28 106017
26 36 110393
12 21 126488
8 12 221397
35 7 121602
30 26 154571
19 20 65610
33 30 91491
10 42 194971
33 39 187763
38 39 118313
25 31 86204
38 12 135669
32 4 118220
6 10 184137
32 21 144328
30 29 112172
2 8 222811
26 24 76473
23 4 136663
17 42 140582
7 36 82760
23 10 196489
16 25 172468
32 5 140473
33 37 87962
23 22 194668
18 28 113523
27 36 186495
39 16 140921
40 41 182665
42 41 184394
41 23 181419
26 1 132635
8 19 125145
35 11 80361
34 38 96322
2 6 145898
6 4 79610
6 3 195528
30 9 165539
13 33 183738
33 19 59922
17 40 168774
20 23 90386
18 5 104735
5 42 124126
23 14 198194
15 2 124975
25 12 105257
2 36 149702
28 39 151905
35 10 25142
40 38 126231
13 41 77244
27 42 191360
34 4 126636
33 20 41027
36 5 124927
22 38 193781
5 30 150520
6 19 164375
7 13 127816
1 37 206962
24 29 109264
21 16 184072
11 25 199047
11 39 244383
23 19 70954
9 21 185089
33 4 144687
12 24 136896
37 13 132365
6 9 109070
23 2 168620
6 14 116324
24 37 145819
20 6 196441
35 18 118149
32 38 165760
4 9 58126
3 32 105666
27 18 148466
29 10 170399
16 36 26084
15 18 4535
35 4 167764
29 3 86465
7 27 169315
33 25 171476
1 40 98434
9 33 137610
4 40 185824
10 2 97387
36 31 96497
22 34 171181
35 29 175466
11 22 181504
27 16 196739
8 5 220794
42 26 100749
6 15 174097
38 24 176123
31 4 88528
8 38 134673
18 31 94890
18 12 113943
40 3 60417
28 8 233686
42 18 109397
25 41 136689
2 20 140845
2 31 99120
36 34 141160
34 7 116271
33 29 151464
14 9 39144
10 38 135063
31 22 156521
22 32 212581
20 7 140036
34 29 22199
23 25 224450
19 22 203309
34 39 137438
42 25 145583
26 8 197417
13 11 77732
3 26 128864
28 14 13587
32 7 108286
35 1 188345
34 40 124683
2 41 140007
26 20 139447
10 27 162075
31 21 173015
33 2 157588
9 38 133363
10 34 148200
11 17 161134
3 16 113847
40 42 149736
17 31 81203
39 13 166651
10 17 56156
33 22 172699
39 23 56887
38 11 144955
8 11 171783
34 11 151343
16 23 183111
13 38 128262
24 15 47412
10 41 154932
21 22 153298
20 11 172503
42 6 138815
2 28 43161
6 38 154847
31 9 52338
27 35 136933
22 1 17484
38 14 136768
17 28 25244
9 35 131574
2 25 55830
35 33 146692
10 40 115053
10 22 164386
26 15 104251
29 39 115239
41 14 110433
34 13 73611
2 38 107194
28 26 41763
6 21 203440
9 13 111151
23 3 214028
38 16 169727
39 3 174424
6 34 134444
19 7 158931
2 13 126008
16 18 93769
1 8 237046
29 15 61852
29 2 74596
35 15 113614
19 4 84765
22 7 142784
14 7 55809
26 23 183821
29 36 118961
1 3 89431
4 10 143147
17 21 167200
12 33 66219
8 37 136756
35 31 135339
10 20 179084
12 40 123000
37 25 136021
16 6 174100
36 8 261378
39 31 210576
35 17 80773
7 2 85383
11 27 121707
37 34 58754
15 7 76618
29 19 108993
14 20 111271
12 2 118173
1 30 63724
42 35 169829
19 35 119449
31 33 112746
33 32 150705
1 12 159371
27 33 77406
18 13 52304
26 17 39833
4 41 130269
41 31 106192
6 28 102737
3 38 160588
20 24 159568
30 25 171977
22 2 126147
28 19 140827
15 39 158881
3 33 117198
38 19 9528
4 42 101873
29 12 168931
17 23 209851
18 21 139122
14 40 179347
37 32 180508
24 35 66202
19 18 130982
33 21 60269
17 13 140016
21 5 150744
13 25 145017
36 30 165638
14 25 26256
17 2 41231
35 23 171347
7 41 92455
13 31 141553
31 11 167670
28 30 159308
6 37 192415
14 30 145721
15 37 98407
22 12 175574
6 30 169821
9 24 87441
31 15 90355
38 26 122395
42 3 89319
13 29 51412
32 14 145272
32 31 94549
31 12 46527
19 25 153496
14 22 96573
9 3 139832
21 42 160675
24 34 87065
4 28 88921
30 15 50320
7 40 155790
23 42 198652
3 8 161603
14 27 144724
12 36 49970
35 30 124621
37 9 148909
27 29 126477
5 41 115232
40 19 116703
13 21 142607
39 42 187983
31 37 179311
11 30 100296
8 18 141525
27 15 143931
6 22 88613
9 1 143603
19 14 127240
22 25 113231
30 41 175333
25 9 55802
21 35 151568
26 27 149407
17 3 108357
23 37 98994
29 16 92877
31 5 64747
26 5 23377
7 12 32790
21 11 71207
6 39 49168
13 14 128359
15 25 121657
2 42 148589
39 30 200131
42 8 96668
17 37 131020
8 20 185191
33 17 163955
9 42 111717
14 31 69546
37 26 137941
4 24 123631
40 35 89911
31 26 41370
12 4 107581
18 23 193950
27 21 50500
20 35 166003
40 33 56781
19 34 86794
40 9 140203
34 3 64266
29 8 191771
38 27 27012
5 35 97229
5 15 100200
5 2 34373
42 11 89468
39 12 164807
37 19 28040
5 28 18386
10 14 67813
14 15 95401
42 16 196363
23 13 141646
26 33 126642
26 9 10968
8 31 174870
20 32 109678
2 27 115150
34 21 94934
17 32 156929
37 27 45524
12 27 136525
17 30 134064
42 37 196855
17 8 220193
Case #278: 34
16 9 208369
9 2 14805
2 8 119978
7 15 324242
14 7 138912
4 15 415173
11 4 402912
16 6 235132
1 6 227253
12 16 171215
3 11 527334
4 10 286015
7 13 135255
11 14 331784
16 2 223165
2 6 203214
7 3 334462
6 12 241681
1 10 114999
6 7 199500
3 5 388417
7 8 217073
11 2 197714
10 6 291503
1 9 9243
11 6 392372
8 9 105182
4 2 234790
13 11 419486
10 16 125248
8 3 446986
13 16 256060
6 5 253455
15 14 287746
Case #279: Impossible
Case #280: 1
1 2 5
Case #281: Impossible
Case #282: 121
14 4 223602
10 21 364589
3 11 368441
21 17 224738
8 6 290214
23 13 381779
10 7 428573
3 19 145092
22 11 212065
7 15 246823
25 3 111129
17 13 224678
15 3 306666
13 6 234324
15 18 230683
1 6 128772
16 13 332310
13 10 577356
17 1 268192
18 7 100475
9 25 167856
13 19 393243
19 25 122062
11 9 224842
8 14 286994
19 24 144667
22 7 242068
17 14 277103
1 2 61174
17 7 213090
20 16 465912
22 21 176690
9 21 160447
12 4 35168
11 1 337393
19 12 103071
13 24 396636
2 22 196940
15 25 247026
9 18 151513
12 9 148865
6 15 320493
20 12 522395
10 5 431217
23 6 235842
19 14 155699
16 4 98392
15 4 239126
20 15 614778
18 12 2648
12 2 200242
9 19 154043
20 22 681171
14 11 302811
20 21 519682
23 10 349756
8 9 285338
16 1 128730
11 21 331166
15 17 343298
12 14 192807
3 20 501439
14 10 397598
24 17 273504
12 15 228035
11 18 273655
14 21 149295
13 22 532823
1 25 139234
17 3 240087
2 17 303695
8 3 276387
19 4 67903
19 17 218334
3 13 367837
14 15 157139
18 22 276005
8 22 301581
14 23 141652
14 5 87040
20 1 496698
22 25 292348
2 9 51377
14 7 89684
17 16 178487
17 4 150431
4 22 238189
4 3 165288
23 15 151580
8 24 275962
21 19 6404
18 3 127472
19 11 324762
21 23 161853
8 17 349629
7 1 55102
15 22 66393
8 12 234366
16 11 339527
10 11 94787
25 11 257312
16 19 158877
3 24 236872
16 25 82215
22 24 136187
3 9 227496
4 23 87546
16 9 212089
20 6 367926
15 24 69794
2 23 168244
3 10 455570
8 4 199198
5 12 105767
19 2 182291
9 13 387260
7 5 2644
18 17 112615
18 16 65872
6 17 269732
24 2 60753
Case #283: 184
18 2 263572
9 38 282953
22 19 244785
47 35 214165
25 39 241914
17 32 391459
29 15 166576
14 15 96706
39 7 431764
8 26 307956
46 18 376180
29 36 295318
26 5 344236
39 5 346799
9 19 264063
15 27 196073
23 28 243079
7 24 391309
47 12 166818
36 4 107664
12 7 253198
3 10 207025
13 19 4381
32 7 327448
11 1 141542
